#node	identifier	category	term ID	term description
RBBP6	9606.ENSP00000317872	GO Function	GO:0004842	Ubiquitin-protein transferase activity
RBBP6	9606.ENSP00000317872	GO Function	GO:0005488	Binding
RBBP6	9606.ENSP00000317872	GO Function	GO:0005515	Protein binding
RBBP6	9606.ENSP00000317872	GO Function	GO:0008270	Zinc ion binding
RBBP6	9606.ENSP00000317872	GO Function	GO:0016740	Transferase activity
RBBP6	9606.ENSP00000317872	GO Function	GO:0019787	Ubiquitin-like protein transferase activity
RBBP6	9606.ENSP00000317872	GO Function	GO:0019899	Enzyme binding
RBBP6	9606.ENSP00000317872	GO Function	GO:0019900	Kinase binding
RBBP6	9606.ENSP00000317872	GO Function	GO:0019901	Protein kinase binding
RBBP6	9606.ENSP00000317872	GO Function	GO:0043167	Ion binding
RBBP6	9606.ENSP00000317872	GO Function	GO:0043169	Cation binding
RBBP6	9606.ENSP00000317872	GO Function	GO:0046872	Metal ion binding
RBBP6	9606.ENSP00000317872	GO Function	GO:0046914	Transition metal ion binding
RBBP6	9606.ENSP00000317872	GO Function	GO:0061630	Ubiquitin protein ligase activity
RBBP6	9606.ENSP00000317872	GO Function	GO:0061659	Ubiquitin-like protein ligase activity
RBBP6	9606.ENSP00000317872	GO Function	GO:0097159	Organic cyclic compound binding
RBBP6	9606.ENSP00000317872	GO Function	GO:0140096	Catalytic activity, acting on a protein
RBBP6	9606.ENSP00000317872	GO Function	GO:1901363	Heterocyclic compound binding
RBBP6	9606.ENSP00000317872	GO Component	GO:0005622	Intracellular
RBBP6	9606.ENSP00000317872	GO Component	GO:0005634	Nucleus
RBBP6	9606.ENSP00000317872	GO Component	GO:0005654	Nucleoplasm
RBBP6	9606.ENSP00000317872	GO Component	GO:0005694	Chromosome
RBBP6	9606.ENSP00000317872	GO Component	GO:0005730	Nucleolus
RBBP6	9606.ENSP00000317872	GO Component	GO:0005737	Cytoplasm
RBBP6	9606.ENSP00000317872	GO Component	GO:0005815	Microtubule organizing center
RBBP6	9606.ENSP00000317872	GO Component	GO:0005829	Cytosol
RBBP6	9606.ENSP00000317872	GO Component	GO:0005856	Cytoskeleton
RBBP6	9606.ENSP00000317872	GO Component	GO:0015630	Microtubule cytoskeleton
RBBP6	9606.ENSP00000317872	GO Component	GO:0016604	Nuclear body
RBBP6	9606.ENSP00000317872	GO Component	GO:0016607	Nuclear speck
RBBP6	9606.ENSP00000317872	GO Component	GO:0031974	Membrane-enclosed lumen
RBBP6	9606.ENSP00000317872	GO Component	GO:0031981	Nuclear lumen
RBBP6	9606.ENSP00000317872	GO Component	GO:0032991	Protein-containing complex
RBBP6	9606.ENSP00000317872	GO Component	GO:0043226	Organelle
RBBP6	9606.ENSP00000317872	GO Component	GO:0043227	Membrane-bounded organelle
RBBP6	9606.ENSP00000317872	GO Component	GO:0043228	Non-membrane-bounded organelle
RBBP6	9606.ENSP00000317872	GO Component	GO:0043229	Intracellular organelle
RBBP6	9606.ENSP00000317872	GO Component	GO:0043231	Intracellular membrane-bounded organelle
RBBP6	9606.ENSP00000317872	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
RBBP6	9606.ENSP00000317872	GO Component	GO:0043233	Organelle lumen
RBBP6	9606.ENSP00000317872	GO Component	GO:0070013	Intracellular organelle lumen
RBBP6	9606.ENSP00000317872	GO Component	GO:0110165	Cellular anatomical entity
RBBP6	9606.ENSP00000317872	STRING clusters	CL:1441	mRNA 3-end processing, and RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
RBBP6	9606.ENSP00000317872	STRING clusters	CL:1597	mRNA 3-end processing, and Poly(A) polymerase central domain
RBBP6	9606.ENSP00000317872	STRING clusters	CL:1643	mRNA cleavage factor complex
RBBP6	9606.ENSP00000317872	STRING clusters	CL:1645	Processing of Intronless Pre-mRNAs
RBBP6	9606.ENSP00000317872	Reactome	HSA-1280218	Adaptive Immune System
RBBP6	9606.ENSP00000317872	Reactome	HSA-168256	Immune System
RBBP6	9606.ENSP00000317872	Reactome	HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
RBBP6	9606.ENSP00000317872	Reactome	HSA-983169	Class I MHC mediated antigen processing & presentation
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000042	Animal
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000081	Reproductive system
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000083	Female reproductive system
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000140	Bone
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000142	Brain
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000174	Embryonic structure
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000176	Carcinoma cell
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000180	Cervical carcinoma cell
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000227	Central nervous system
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000282	Head
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000284	Organism form
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000415	Epithelioma cell
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000421	Connective tissue
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000431	Excretory gland
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000522	Gland
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000551	Lung cancer cell
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0000671	Kidney
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0001244	Urinary tract
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0001484	Nervous system
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0001486	Skeletal system
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0001488	Endocrine gland
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0001489	Whole body
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0001491	Viscus
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0002039	KMST-6 cell
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0003091	Urogenital system
RBBP6	9606.ENSP00000317872	TISSUES	BTO:0003092	Urinary system
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0005622	Intracellular
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0005634	Nucleus
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0005654	Nucleoplasm
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0005694	Chromosome
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0005730	Nucleolus
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0005815	Microtubule organizing center
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0005856	Cytoskeleton
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0015630	Microtubule cytoskeleton
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0016604	Nuclear body
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0016607	Nuclear speck
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0031981	Nuclear lumen
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0032991	Protein-containing complex
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0043226	Organelle
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0043229	Intracellular organelle
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0043233	Organelle lumen
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
RBBP6	9606.ENSP00000317872	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
RBBP6	9606.ENSP00000317872	Monarch HPO	EFO:0003940	Physical activity
RBBP6	9606.ENSP00000317872	Monarch HPO	EFO:0004302	Anthropometric measurement
RBBP6	9606.ENSP00000317872	Monarch HPO	EFO:0004324	Body weights and measures
RBBP6	9606.ENSP00000317872	Monarch HPO	EFO:0004339	Body height
RBBP6	9606.ENSP00000317872	Monarch HPO	EFO:0004340	Body mass index
RBBP6	9606.ENSP00000317872	Monarch HPO	EFO:0009819	Comparative body size at age 10, self-reported
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0007	Acetylation
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0025	Alternative splicing
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0158	Chromosome
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0206	Cytoskeleton
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0227	DNA damage
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0235	DNA replication
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0479	Metal-binding
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0539	Nucleus
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0597	Phosphoprotein
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0621	Polymorphism
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0808	Transferase
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0832	Ubl conjugation
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0833	Ubl conjugation pathway
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0862	Zinc
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0863	Zinc-finger
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-0963	Cytoplasm
RBBP6	9606.ENSP00000317872	UniProt Keywords	KW-1017	Isopeptide bond
RBBP6	9606.ENSP00000317872	Pfam	PF00098	Zinc knuckle
RBBP6	9606.ENSP00000317872	Pfam	PF04564	U-box domain
RBBP6	9606.ENSP00000317872	Pfam	PF08783	DWNN domain
RBBP6	9606.ENSP00000317872	Pfam	PF13696	Zinc knuckle
RBBP6	9606.ENSP00000317872	InterPro	IPR001841	Zinc finger, RING-type
RBBP6	9606.ENSP00000317872	InterPro	IPR001878	Zinc finger, CCHC-type
RBBP6	9606.ENSP00000317872	InterPro	IPR003613	U box domain
RBBP6	9606.ENSP00000317872	InterPro	IPR013083	Zinc finger, RING/FYVE/PHD-type
RBBP6	9606.ENSP00000317872	InterPro	IPR014891	DWNN domain
RBBP6	9606.ENSP00000317872	InterPro	IPR025829	Zinc knuckle CX2CX3GHX4C
RBBP6	9606.ENSP00000317872	InterPro	IPR033489	E3 ubiquitin-protein ligase RBBP6 family
RBBP6	9606.ENSP00000317872	InterPro	IPR036875	Zinc finger, CCHC-type superfamily
RBBP6	9606.ENSP00000317872	SMART	SM00184	Ring finger
RBBP6	9606.ENSP00000317872	SMART	SM00343	Zinc finger
RBBP6	9606.ENSP00000317872	SMART	SM01180	DWNN is a ubiquitin like domain found at the N-terminus of the RBBP6 family of splicing-associated proteins PUBMED:16396680. The DWNN domain is independently expressed in higher vertebrates so it may function as a novel ubiquitin-like modifier of ...
RBM10	9606.ENSP00000328848	GO Process	GO:0000122	Negative regulation of transcription by rna polymerase ii
RBM10	9606.ENSP00000328848	GO Process	GO:0000375	RNA splicing, via transesterification reactions
RBM10	9606.ENSP00000328848	GO Process	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
RBM10	9606.ENSP00000328848	GO Process	GO:0000381	Regulation of alternative mrna splicing, via spliceosome
RBM10	9606.ENSP00000328848	GO Process	GO:0000398	mRNA splicing, via spliceosome
RBM10	9606.ENSP00000328848	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0006355	Regulation of transcription, dna-templated
RBM10	9606.ENSP00000328848	GO Process	GO:0006357	Regulation of transcription by rna polymerase ii
RBM10	9606.ENSP00000328848	GO Process	GO:0006396	RNA processing
RBM10	9606.ENSP00000328848	GO Process	GO:0006397	mRNA processing
RBM10	9606.ENSP00000328848	GO Process	GO:0006725	Cellular aromatic compound metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0006807	Nitrogen compound metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0008152	Metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0008285	Negative regulation of cell population proliferation
RBM10	9606.ENSP00000328848	GO Process	GO:0008380	RNA splicing
RBM10	9606.ENSP00000328848	GO Process	GO:0009889	Regulation of biosynthetic process
RBM10	9606.ENSP00000328848	GO Process	GO:0009890	Negative regulation of biosynthetic process
RBM10	9606.ENSP00000328848	GO Process	GO:0009892	Negative regulation of metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0009893	Positive regulation of metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0009894	Regulation of catabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0009895	Negative regulation of catabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0009987	Cellular process
RBM10	9606.ENSP00000328848	GO Process	GO:0010467	Gene expression
RBM10	9606.ENSP00000328848	GO Process	GO:0010468	Regulation of gene expression
RBM10	9606.ENSP00000328848	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
RBM10	9606.ENSP00000328848	GO Process	GO:0010558	Negative regulation of macromolecule biosynthetic process
RBM10	9606.ENSP00000328848	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0010605	Negative regulation of macromolecule metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0010608	Posttranscriptional regulation of gene expression
RBM10	9606.ENSP00000328848	GO Process	GO:0010628	Positive regulation of gene expression
RBM10	9606.ENSP00000328848	GO Process	GO:0010629	Negative regulation of gene expression
RBM10	9606.ENSP00000328848	GO Process	GO:0010660	Regulation of muscle cell apoptotic process
RBM10	9606.ENSP00000328848	GO Process	GO:0010661	Positive regulation of muscle cell apoptotic process
RBM10	9606.ENSP00000328848	GO Process	GO:0010941	Regulation of cell death
RBM10	9606.ENSP00000328848	GO Process	GO:0010942	Positive regulation of cell death
RBM10	9606.ENSP00000328848	GO Process	GO:0016070	RNA metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0016071	mRNA metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0019222	Regulation of metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0031323	Regulation of cellular metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0031324	Negative regulation of cellular metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0031326	Regulation of cellular biosynthetic process
RBM10	9606.ENSP00000328848	GO Process	GO:0031327	Negative regulation of cellular biosynthetic process
RBM10	9606.ENSP00000328848	GO Process	GO:0031329	Regulation of cellular catabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0031330	Negative regulation of cellular catabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0033119	Negative regulation of rna splicing
RBM10	9606.ENSP00000328848	GO Process	GO:0034391	Regulation of smooth muscle cell apoptotic process
RBM10	9606.ENSP00000328848	GO Process	GO:0034393	Positive regulation of smooth muscle cell apoptotic process
RBM10	9606.ENSP00000328848	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0042127	Regulation of cell population proliferation
RBM10	9606.ENSP00000328848	GO Process	GO:0042981	Regulation of apoptotic process
RBM10	9606.ENSP00000328848	GO Process	GO:0043065	Positive regulation of apoptotic process
RBM10	9606.ENSP00000328848	GO Process	GO:0043067	Regulation of programmed cell death
RBM10	9606.ENSP00000328848	GO Process	GO:0043068	Positive regulation of programmed cell death
RBM10	9606.ENSP00000328848	GO Process	GO:0043170	Macromolecule metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0043484	Regulation of rna splicing
RBM10	9606.ENSP00000328848	GO Process	GO:0043487	Regulation of rna stability
RBM10	9606.ENSP00000328848	GO Process	GO:0043488	Regulation of mrna stability
RBM10	9606.ENSP00000328848	GO Process	GO:0043489	RNA stabilization
RBM10	9606.ENSP00000328848	GO Process	GO:0044237	Cellular metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0044238	Primary metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0045892	Negative regulation of transcription, dna-templated
RBM10	9606.ENSP00000328848	GO Process	GO:0045934	Negative regulation of nucleobase-containing compound metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0046483	Heterocycle metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0048024	Regulation of mrna splicing, via spliceosome
RBM10	9606.ENSP00000328848	GO Process	GO:0048025	Negative regulation of mrna splicing, via spliceosome
RBM10	9606.ENSP00000328848	GO Process	GO:0048255	mRNA stabilization
RBM10	9606.ENSP00000328848	GO Process	GO:0048518	Positive regulation of biological process
RBM10	9606.ENSP00000328848	GO Process	GO:0048519	Negative regulation of biological process
RBM10	9606.ENSP00000328848	GO Process	GO:0048522	Positive regulation of cellular process
RBM10	9606.ENSP00000328848	GO Process	GO:0048523	Negative regulation of cellular process
RBM10	9606.ENSP00000328848	GO Process	GO:0050684	Regulation of mrna processing
RBM10	9606.ENSP00000328848	GO Process	GO:0050686	Negative regulation of mrna processing
RBM10	9606.ENSP00000328848	GO Process	GO:0050789	Regulation of biological process
RBM10	9606.ENSP00000328848	GO Process	GO:0050794	Regulation of cellular process
RBM10	9606.ENSP00000328848	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0051172	Negative regulation of nitrogen compound metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0051252	Regulation of rna metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0051253	Negative regulation of rna metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0060255	Regulation of macromolecule metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0061013	Regulation of mrna catabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0065007	Biological regulation
RBM10	9606.ENSP00000328848	GO Process	GO:0065008	Regulation of biological quality
RBM10	9606.ENSP00000328848	GO Process	GO:0070935	3-UTR-mediated mRNA stabilization
RBM10	9606.ENSP00000328848	GO Process	GO:0071704	Organic substance metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0080090	Regulation of primary metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:0090304	Nucleic acid metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:1901360	Organic cyclic compound metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:1902369	Negative regulation of rna catabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:1902373	Negative regulation of mrna catabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:1902679	Negative regulation of rna biosynthetic process
RBM10	9606.ENSP00000328848	GO Process	GO:1903311	Regulation of mrna metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:1903312	Negative regulation of mrna metabolic process
RBM10	9606.ENSP00000328848	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
RBM10	9606.ENSP00000328848	GO Process	GO:1903507	Negative regulation of nucleic acid-templated transcription
RBM10	9606.ENSP00000328848	GO Process	GO:2000112	Regulation of cellular macromolecule biosynthetic process
RBM10	9606.ENSP00000328848	GO Process	GO:2000113	Negative regulation of cellular macromolecule biosynthetic process
RBM10	9606.ENSP00000328848	GO Process	GO:2001141	Regulation of rna biosynthetic process
RBM10	9606.ENSP00000328848	GO Function	GO:0003676	Nucleic acid binding
RBM10	9606.ENSP00000328848	GO Function	GO:0003723	RNA binding
RBM10	9606.ENSP00000328848	GO Function	GO:0005488	Binding
RBM10	9606.ENSP00000328848	GO Function	GO:0005515	Protein binding
RBM10	9606.ENSP00000328848	GO Function	GO:0035198	miRNA binding
RBM10	9606.ENSP00000328848	GO Function	GO:0042802	Identical protein binding
RBM10	9606.ENSP00000328848	GO Function	GO:0043167	Ion binding
RBM10	9606.ENSP00000328848	GO Function	GO:0043169	Cation binding
RBM10	9606.ENSP00000328848	GO Function	GO:0046872	Metal ion binding
RBM10	9606.ENSP00000328848	GO Function	GO:0061980	Regulatory rna binding
RBM10	9606.ENSP00000328848	GO Function	GO:0097159	Organic cyclic compound binding
RBM10	9606.ENSP00000328848	GO Function	GO:1901363	Heterocyclic compound binding
RBM10	9606.ENSP00000328848	GO Component	GO:0005622	Intracellular
RBM10	9606.ENSP00000328848	GO Component	GO:0005634	Nucleus
RBM10	9606.ENSP00000328848	GO Component	GO:0005654	Nucleoplasm
RBM10	9606.ENSP00000328848	GO Component	GO:0016604	Nuclear body
RBM10	9606.ENSP00000328848	GO Component	GO:0016607	Nuclear speck
RBM10	9606.ENSP00000328848	GO Component	GO:0031974	Membrane-enclosed lumen
RBM10	9606.ENSP00000328848	GO Component	GO:0031981	Nuclear lumen
RBM10	9606.ENSP00000328848	GO Component	GO:0032991	Protein-containing complex
RBM10	9606.ENSP00000328848	GO Component	GO:0043226	Organelle
RBM10	9606.ENSP00000328848	GO Component	GO:0043227	Membrane-bounded organelle
RBM10	9606.ENSP00000328848	GO Component	GO:0043229	Intracellular organelle
RBM10	9606.ENSP00000328848	GO Component	GO:0043231	Intracellular membrane-bounded organelle
RBM10	9606.ENSP00000328848	GO Component	GO:0043233	Organelle lumen
RBM10	9606.ENSP00000328848	GO Component	GO:0070013	Intracellular organelle lumen
RBM10	9606.ENSP00000328848	GO Component	GO:0110165	Cellular anatomical entity
RBM10	9606.ENSP00000328848	STRING clusters	CL:25546	Mostly uncharacterized, incl. type 2 diabetes mellitus, and ctlh, c-terminal lish motif
RBM10	9606.ENSP00000328848	STRING clusters	CL:25774	Mostly uncharacterized, incl. elm2 domain, and chromosome 17q11.2 deletion syndrome
RBM10	9606.ENSP00000328848	STRING clusters	CL:25775	Mostly uncharacterized, incl. methyl-cpg binding, and cgr1-like
RBM10	9606.ENSP00000328848	STRING clusters	CL:25811	Mostly uncharacterized, incl. jade3, phd domain, and rbm10, ocre domain
RBM10	9606.ENSP00000328848	STRING clusters	CL:25813	Mixed, incl. jade3, phd domain, and rbm10, ocre domain
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000042	Animal
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000081	Reproductive system
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000083	Female reproductive system
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000141	Bone marrow
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000142	Brain
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000174	Embryonic structure
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000203	Respiratory system
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000227	Central nervous system
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000282	Head
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000284	Organism form
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000379	Embryo
RBM10	9606.ENSP00000328848	TISSUES	BTO:0000763	Lung
RBM10	9606.ENSP00000328848	TISSUES	BTO:0001484	Nervous system
RBM10	9606.ENSP00000328848	TISSUES	BTO:0001486	Skeletal system
RBM10	9606.ENSP00000328848	TISSUES	BTO:0001489	Whole body
RBM10	9606.ENSP00000328848	TISSUES	BTO:0003091	Urogenital system
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0005622	Intracellular
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0005634	Nucleus
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0005654	Nucleoplasm
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0016604	Nuclear body
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0016607	Nuclear speck
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0031981	Nuclear lumen
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0043226	Organelle
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0043229	Intracellular organelle
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0043233	Organelle lumen
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
RBM10	9606.ENSP00000328848	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
RBM10	9606.ENSP00000328848	Monarch HPO	BFO:0000016	Disposition
RBM10	9606.ENSP00000328848	Monarch HPO	EFO:0000408	Disease
RBM10	9606.ENSP00000328848	Monarch HPO	EFO:0000508	Genetic disorder
RBM10	9606.ENSP00000328848	Monarch HPO	EFO:0002461	Skeletal system disease
RBM10	9606.ENSP00000328848	Monarch HPO	EFO:0004260	Bone disease
RBM10	9606.ENSP00000328848	Monarch HPO	EFO:0009676	Musculoskeletal system disease
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000028	Cryptorchidism
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000032	Abnormality of male external genitalia
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000035	Abnormal testis morphology
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000077	Abnormality of the kidney
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000078	Abnormality of the genital system
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000079	Abnormality of the urinary system
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000085	Horseshoe kidney
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000118	Phenotypic abnormality
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000126	Hydronephrosis
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000152	Abnormality of head or neck
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000153	Abnormality of the mouth
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000157	Abnormality of the tongue
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000162	Glossoptosis
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000163	Abnormal oral cavity morphology
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000175	Cleft palate
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000199	Tongue nodules
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000201	Pierre-Robin sequence
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000202	Oral cleft
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000218	High palate
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000234	Abnormality of the head
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000235	Abnormality of the fontanelles or cranial sutures
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000239	Large fontanelles
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000271	Abnormality of the face
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000277	Abnormal mandible morphology
RBM10	9606.ENSP00000328848	Monarch HPO	HP:0000290	Abnormality of the forehead
